"","DOI","country","study_num","max_depth_cm","Items_kg","latitude","longitude"
"523","https://doi.org/10.1016/j.envpol.2023.121368","Iran","16",3,1375,35.46444,51.31778
"524","https://doi.org/10.1016/j.envpol.2023.121368","Iran","16",3,520,35.44583,51.32389
"525","https://doi.org/10.1016/j.envpol.2023.121368","Iran","16",3,410,35.4625,51.32417
"526","https://doi.org/10.1016/j.envpol.2023.121368","Iran","16",3,732.5,35.45722,51.33083
"527","https://doi.org/10.1016/j.envpol.2023.121368","Iran","16",3,2130,35.46139,51.32972
"528","https://doi.org/10.1016/j.envpol.2023.121368","Iran","16",3,1760,35.46167,51.31583
"529","https://doi.org/10.1016/j.envpol.2023.121368","Iran","16",3,550,35.46556,51.32306
"530","https://doi.org/10.1016/j.envpol.2023.121368","Iran","16",3,720,35.46611,51.325
"531","https://doi.org/10.1016/j.envpol.2023.121368","Iran","16",3,1212.5,35.46778,51.32333
"532","https://doi.org/10.1016/j.envpol.2023.121368","Iran","16",3,450,35.46667,51.32222
"533","https://doi.org/10.1016/j.envpol.2023.121368","Iran","16",3,510,35.46583,51.31833
"534","https://doi.org/10.1016/j.envpol.2023.121368","Iran","16",6,240,35.46278,51.32389
"535","https://doi.org/10.1016/j.envpol.2023.121368","Iran","16",6,315,35.46333,51.31694
"536","https://doi.org/10.1016/j.envpol.2023.121368","Iran","16",6,215,35.46639,51.34194
"537","https://doi.org/10.1016/j.envpol.2023.121368","Iran","16",6,495,35.46444,51.31778
"538","https://doi.org/10.1016/j.envpol.2023.121368","Iran","16",6,175,35.44583,51.32389
"539","https://doi.org/10.1016/j.envpol.2023.121368","Iran","16",6,200,35.4625,51.32417
"540","https://doi.org/10.1016/j.envpol.2023.121368","Iran","16",6,295,35.45722,51.33083
"541","https://doi.org/10.1016/j.envpol.2023.121368","Iran","16",6,625,35.46139,51.32972
"542","https://doi.org/10.1016/j.envpol.2023.121368","Iran","16",6,490,35.46167,51.31583
"543","https://doi.org/10.1016/j.envpol.2023.121368","Iran","16",6,157.5,35.46556,51.32306
"544","https://doi.org/10.1016/j.envpol.2023.121368","Iran","16",6,255,35.46611,51.325
"545","https://doi.org/10.1016/j.envpol.2023.121368","Iran","16",6,400,35.46778,51.32333
"546","https://doi.org/10.1016/j.envpol.2023.121368","Iran","16",6,160,35.46667,51.32222
"547","https://doi.org/10.1016/j.envpol.2023.121368","Iran","16",6,485,35.46583,51.31833
"548","https://doi.org/10.1016/j.scitotenv.2020.142653","Spain","17",10,2799,37.87941,-0.8418
"549","https://doi.org/10.1016/j.scitotenv.2020.142653","Spain","17",10,3555,37.81969,-0.86705
"550","https://doi.org/10.1016/j.scitotenv.2020.142653","Spain","17",10,2793,37.73928,-1.03645
"551","https://doi.org/10.1016/j.scitotenv.2020.142653","Spain","17",10,3086,37.88981,-0.80306
"552","https://doi.org/10.1016/j.scitotenv.2020.142653","Spain","17",10,2183,37.87498,-0.79808
"553","https://doi.org/10.1016/j.scitotenv.2020.142653","Spain","17",10,993,37.8504,-0.78905
"554","https://doi.org/10.14295/ras.v0i0.28744","Brazil","18",50,4259,-22.3144,-49.0729
"555","https://doi.org/10.14295/ras.v0i0.28744","Brazil","18",50,1304,-22.3105,-49.0564
"556","https://doi.org/10.14295/ras.v0i0.28744","Brazil","18",50,1852,-22.3159,-49.0737
"557","https://doi.org/10.14295/ras.v0i0.28744","Brazil","18",100,755,-22.3144,-49.0729
"558","https://doi.org/10.14295/ras.v0i0.28744","Brazil","18",100,592,-22.3105,-49.0564
"559","https://doi.org/10.14295/ras.v0i0.28744","Brazil","18",100,195,-22.3159,-49.0737
"560","https://doi.org/10.14295/ras.v0i0.28744","Brazil","18",150,780,-22.3144,-49.0729
"561","https://doi.org/10.14295/ras.v0i0.28744","Brazil","18",150,577,-22.3105,-49.0564
"562","https://doi.org/10.14295/ras.v0i0.28744","Brazil","18",150,585,-22.3159,-49.0737
"563","https://doi.org/10.14295/ras.v0i0.28744","Brazil","18",200,1764,-22.3144,-49.0729
"564","https://doi.org/10.14295/ras.v0i0.28744","Brazil","18",200,777,-22.3105,-49.0564
"565","https://doi.org/10.14295/ras.v0i0.28744","Brazil","18",200,945,-22.3159,-49.0737
"566","https://doi.org/10.14295/ras.v0i0.28744","Brazil","18",250,1541,-22.3144,-49.0729
"567","https://doi.org/10.14295/ras.v0i0.28744","Brazil","18",250,577,-22.3159,-49.0737
"568","http://dx.doi.org/10.1016/j.envres.2022.114961","Portugal","19",10,30000,40.187147,-8.493147
"569","http://dx.doi.org/10.1016/j.envres.2022.114961","Portugal","19",10,38000,40.168156,-8.449139
"570","http://dx.doi.org/10.1016/j.envres.2022.114961","Portugal","19",10,64000,40.147694,-8.436544
"571","http://dx.doi.org/10.1016/j.envres.2022.114961","Portugal","19",10,29000,40.18085,-8.466564
"572","http://dx.doi.org/10.1016/j.envres.2022.114961","Portugal","19",10,90000,40.190056,-8.457436
"573","http://dx.doi.org/10.1016/j.envres.2022.114961","Portugal","19",10,53000,40.216439,-8.433425
"574","http://dx.doi.org/10.1016/j.envres.2022.114961","Portugal","19",10,63000,40.224681,-8.398086
"575","http://dx.doi.org/10.1016/j.envres.2022.114961","Portugal","19",10,24000,40.235286,-8.42895
"576","http://dx.doi.org/10.1016/j.envres.2022.114961","Portugal","19",10,109000,40.208633,-8.405947
"577","http://dx.doi.org/10.1016/j.envres.2022.114961","Portugal","19",10,21000,40.185383,-8.490211
"578","http://dx.doi.org/10.1016/j.envres.2022.114961","Portugal","19",10,12000,40.167161,-8.451689
"579","http://dx.doi.org/10.1016/j.envres.2022.114961","Portugal","19",10,54000,40.203464,-8.487428
"580","http://dx.doi.org/10.1016/j.envres.2022.114961","Portugal","19",10,54000,40.212767,-8.454519
"581","http://dx.doi.org/10.1016/j.envres.2022.114961","Portugal","19",10,51000,40.196761,-8.456561
"582","http://dx.doi.org/10.1016/j.envres.2022.114961","Portugal","19",10,195000,40.227889,-8.409525
"583","http://dx.doi.org/10.1016/j.envres.2022.114961","Portugal","19",10,155000,40.233817,-8.395036
"584","http://dx.doi.org/10.1016/j.envres.2022.114961","Portugal","19",10,149000,40.229992,-8.429022
"585","http://dx.doi.org/10.1016/j.envres.2022.114961","Portugal","19",10,247000,40.196103,-8.421503
"586","http://dx.doi.org/10.1016/j.envres.2022.114961","Portugal","19",10,76000,40.189625,-8.488875
"587","http://dx.doi.org/10.1016/j.envres.2022.114961","Portugal","19",10,68000,40.161036,-8.455664
"588","http://dx.doi.org/10.1016/j.envres.2022.114961","Portugal","19",10,54000,40.193956,-8.488433
"589","http://dx.doi.org/10.1016/j.envres.2022.114961","Portugal","19",10,114000,40.20995,-8.451258
"590","http://dx.doi.org/10.1016/j.envres.2022.114961","Portugal","19",10,64000,40.195797,-8.442736
"591","http://dx.doi.org/10.1016/j.envres.2022.114961","Portugal","19",10,142000,40.222508,-8.422625
"592","http://dx.doi.org/10.1016/j.envres.2022.114961","Portugal","19",10,66000,40.223186,-8.399372
"593","http://dx.doi.org/10.1016/j.envres.2022.114961","Portugal","19",10,139000,40.224767,-8.439794
"594","http://dx.doi.org/10.1016/j.envres.2022.114961","Portugal","19",10,164000,40.162164,-8.44645
"595","http://dx.doi.org/10.1016/j.envres.2022.114961","Portugal","19",10,107000,40.200072,-8.484661
"596","http://dx.doi.org/10.1016/j.envres.2022.114961","Portugal","19",10,285000,40.195553,-8.491494
"597","http://dx.doi.org/10.1016/j.envres.2022.114961","Portugal","19",10,120000,40.196067,-8.46
"598","http://dx.doi.org/10.1016/j.envres.2022.114961","Portugal","19",10,192000,40.209789,-8.452958
"599","http://dx.doi.org/10.1016/j.envres.2022.114961","Portugal","19",10,238000,40.219647,-8.436647
"600","http://dx.doi.org/10.1016/j.envres.2022.114961","Portugal","19",10,89000,40.216203,-8.424539
"601","http://dx.doi.org/10.1016/j.envres.2022.114961","Portugal","19",10,49000,40.227461,-8.437642
"602","http://dx.doi.org/10.1016/j.envres.2022.114961","Portugal","19",10,181000,40.201314,-8.407969
"603","http://dx.doi.org/10.1016/j.envres.2022.114961","Portugal","19",10,79000,40.158111,-8.458931
"604","http://dx.doi.org/10.1016/j.envres.2022.114961","Portugal","19",10,182000,40.166278,-8.457953
"605","http://dx.doi.org/10.1016/j.envres.2022.114961","Portugal","19",10,90000,40.156286,-8.467278
"606","http://dx.doi.org/10.1016/j.envres.2022.114961","Portugal","19",10,93000,40.179767,-8.470083
"607","http://dx.doi.org/10.1016/j.envres.2022.114961","Portugal","19",10,102000,40.197886,-8.460292
"608","http://dx.doi.org/10.1016/j.envres.2022.114961","Portugal","19",10,192000,40.221178,-8.430508
"609","http://dx.doi.org/10.1016/j.envres.2022.114961","Portugal","19",10,184000,40.220025,-8.412897
"610","http://dx.doi.org/10.1016/j.envres.2022.114961","Portugal","19",10,148000,40.240492,-8.444119
"611","http://dx.doi.org/10.1016/j.envres.2022.114961","Portugal","19",10,74000,40.197561,-8.4197
"612","http://dx.doi.org/10.1016/j.envres.2022.114961","Portugal","19",10,49000,40.167878,-8.471072
"613","http://dx.doi.org/10.1016/j.envres.2022.114961","Portugal","19",10,55000,40.200725,-8.482678
"614","http://dx.doi.org/10.1016/j.envres.2022.114961","Portugal","19",10,69000,40.147953,-8.437483
"615","http://dx.doi.org/10.1016/j.envres.2022.114961","Portugal","19",10,144000,40.200083,-8.462731
"616","http://dx.doi.org/10.1016/j.envres.2022.114961","Portugal","19",10,87000,40.177586,-8.4676
"617","http://dx.doi.org/10.1016/j.envres.2022.114961","Portugal","19",10,96000,40.224772,-8.419717
"618","http://dx.doi.org/10.1016/j.envres.2022.114961","Portugal","19",10,80000,40.229144,-8.407475
"619","http://dx.doi.org/10.1016/j.envres.2022.114961","Portugal","19",10,186000,40.233619,-8.426144
"620","http://dx.doi.org/10.1016/j.envres.2022.114961","Portugal","19",10,62000,40.207467,-8.405089
"621","http://dx.doi.org/10.1016/j.envres.2022.114961","Portugal","19",10,128000,40.184347,-8.487767
"622","http://dx.doi.org/10.1016/j.envres.2022.114961","Portugal","19",10,55000,40.161825,-8.446417
"623","http://dx.doi.org/10.1016/j.envres.2022.114961","Portugal","19",10,95000,40.159847,-8.454933
"624","http://dx.doi.org/10.1016/j.envres.2022.114961","Portugal","19",10,103000,40.194517,-8.459508
"625","http://dx.doi.org/10.1016/j.envres.2022.114961","Portugal","19",10,42000,40.193772,-8.465142
"626","http://dx.doi.org/10.1016/j.envres.2022.114961","Portugal","19",10,146000,40.2148,-8.432944
"627","http://dx.doi.org/10.1016/j.envres.2022.114961","Portugal","19",10,111000,40.221881,-8.413642
"628","http://dx.doi.org/10.1016/j.envres.2022.114961","Portugal","19",10,68000,40.229342,-8.430144
"629","http://dx.doi.org/10.1016/j.envres.2022.114961","Portugal","19",10,170000,40.197564,-8.411158
"630","http://dx.doi.org/10.1016/j.envres.2022.114961","Portugal","19",10,150000,40.209789,-8.486578
"631","http://dx.doi.org/10.1016/j.envres.2022.114961","Portugal","19",10,101000,40.171383,-8.452956
"632","http://dx.doi.org/10.1016/j.envres.2022.114961","Portugal","19",10,162000,40.160239,-8.504325
"633","http://dx.doi.org/10.1016/j.envres.2022.114961","Portugal","19",10,137000,40.284031,-8.472197
"634","http://dx.doi.org/10.1016/j.envres.2022.114962","Portugal","19",10,99000,40.181197,-8.554139
"635","","","",NA,NA,NA,NA
"636","https://doi.org/10.1038/s41598-017-14588-2","Mexico","",NA,NA,NA,NA
"637","https://doi.org/10.1016/j.scitotenv.2018.06.004","China","",NA,NA,NA,NA
"638","https://doi.org/10.1016/j.envpol.2018.07.051","China","",NA,NA,NA,NA
"639","https://doi.org/10.1016/j.envpol.2019.113009","China","",NA,NA,NA,NA
"640","https://doi.org/10.1016/j.envpol.2020.114198","Spain","",NA,NA,NA,NA
"641","https://doi.org/10.1016/j.wasman.2020.08.048","China","",NA,NA,NA,NA
"642","https://doi.org/10.1016/j.envpol.2019.113391","USA","",NA,NA,NA,NA
"643","https://doi.org/10.1016/j.scitotenv.2020.141420","China","20",2,0,44.91666667,85.76694444
"644","https://doi.org/10.1016/j.scitotenv.2020.141420","China","20",2,23.24798686,44.91666667,85.76694444
"645","https://doi.org/10.1016/j.scitotenv.2020.141420","China","20",2,800.7090852,44.91666667,85.76694444
"646","https://doi.org/10.1016/j.scitotenv.2020.141420","China","20",2,0,44.90944444,85.77611111
"647","https://doi.org/10.1016/j.scitotenv.2020.141420","China","20",2,29.05998357,44.90944444,85.77611111
"648","https://doi.org/10.1016/j.scitotenv.2020.141420","China","20",2,1421.258626,44.90944444,85.77611111
"649","https://doi.org/10.1016/j.scitotenv.2020.141420","China","20",2,0.61994012,44.91055556,85.72805556
"650","https://doi.org/10.1016/j.scitotenv.2020.141420","China","20",2,56.66696796,44.91055556,85.72805556
"651","https://doi.org/10.1016/j.scitotenv.2020.141420","China","20",2,6695.929725,44.91055556,85.72805556
"652","https://doi.org/10.1016/j.scitotenv.2020.141420","China","20",2,1.141994958,44.94472222,85.66694444
"653","https://doi.org/10.1016/j.scitotenv.2020.141420","China","20",2,183.5622296,44.94472222,85.66694444
"654","https://doi.org/10.1016/j.scitotenv.2020.141420","China","20",2,8077.152897,44.94472222,85.66694444
"655","https://doi.org/10.1007/s10661-020-08641-3","Pakistan","21",5,3275,31.398616,74.192657
"656","https://doi.org/10.1007/s10661-020-08641-3","Pakistan","21",5,2200,31.389192,74.217253
"657","https://doi.org/10.1007/s10661-020-08641-3","Pakistan","21",5,2500,31.368197,74.193004
"658","https://doi.org/10.1007/s10661-020-08641-3","Pakistan","21",5,6875,31.395924,74.251414
"659","https://doi.org/10.1007/s10661-020-08641-3","Pakistan","21",5,1900,31.430162,74.269436
"660","https://doi.org/10.1007/s10661-020-08641-3","Pakistan","21",5,4575,31.47782,74.231374
"661","https://doi.org/10.1007/s10661-020-08641-3","Pakistan","21",5,3475,31.470949,74.231489
"662","https://doi.org/10.1007/s10661-020-08641-3","Pakistan","21",5,6250,31.469127,74.236992
"663","https://doi.org/10.1007/s10661-020-08641-3","Pakistan","21",5,2650,31.516177,74.25685
"664","https://doi.org/10.1007/s10661-020-08641-3","Pakistan","21",5,3775,31.518291,74.288713
"665","https://doi.org/10.1007/s10661-020-08641-3","Pakistan","21",5,1750,31.542505,74.267236
"666","https://doi.org/10.1007/s10661-020-08641-3","Pakistan","21",5,6400,31.396399,74.358388
"667","https://doi.org/10.1007/s10661-020-08641-3","Pakistan","21",5,2200,31.39774,74.36216
"668","https://doi.org/10.1007/s10661-020-08641-3","Pakistan","21",5,4625,31.450288,74.334833
"669","https://doi.org/10.1007/s10661-020-08641-3","Pakistan","21",5,2050,31.463066,74.335291
"670","https://doi.org/10.1007/s10661-020-08641-3","Pakistan","21",5,3550,31.460892,74.371579
"671","https://doi.org/10.1007/s10661-020-08641-3","Pakistan","21",5,5300,31.454492,74.376644
"672","https://doi.org/10.1007/s10661-020-08641-3","Pakistan","21",5,4275,31.483041,74508729
"673","https://doi.org/10.1007/s10661-020-08641-3","Pakistan","21",5,1975,31.48203,74.446086
"674","https://doi.org/10.1007/s10661-020-08641-3","Pakistan","21",5,10750,31.488994,74.402336
"675","https://doi.org/10.1007/s10661-020-08641-3","Pakistan","21",5,6575,31.5304,74.427791
"676","https://doi.org/10.1007/s10661-020-08641-3","Pakistan","21",5,4125,31.506058,74.36259
"677","https://doi.org/10.1007/s10661-020-08641-3","Pakistan","21",5,3325,31.514317,74.3309
"678","https://doi.org/10.1007/s10661-020-08641-3","Pakistan","21",5,7700,31.595453,74.489476
"679","https://doi.org/10.1007/s10661-020-08641-3","Pakistan","21",5,3975,31.504507,74.362009
"680","https://doi.org/10.1007/s10661-020-08641-3","Pakistan","21",5,6925,31.544199,74.34736
"681","https://doi.org/10.1007/s10661-020-08641-3","Pakistan","21",5,6025,31.539541,74.352409
"682","https://doi.org/10.1007/s10661-020-08641-3","Pakistan","21",5,2475,31.55479,74.358676
"683","https://doi.org/10.1007/s10661-020-08641-3","Pakistan","21",5,3625,31.550032,74.374111
"684","https://doi.org/10.1007/s10661-020-08641-3","Pakistan","21",5,12200,31.550655,74.332654
"685","https://doi.org/10.1007/s10661-020-08641-3","Pakistan","21",5,6075,31.556788,74.32781
"686","https://doi.org/10.1007/s10661-020-08641-3","Pakistan","21",5,1775,31.547614,74.321868
"687","https://doi.org/10.1007/s10661-020-08641-3","Pakistan","21",5,3925,31.567177,74.29191
"688","https://doi.org/10.1007/s10661-020-08641-3","Pakistan","21",5,2900,31.594883,74.313856
"689","https://doi.org/10.1007/s10661-020-08641-3","Pakistan","21",5,4900,31.600041,74.317057
"690","https://doi.org/10.1007/s10661-020-08641-3","Pakistan","21",5,3875,31.639396,74.283535
"691","https://doi.org/10.1007/s10661-020-08641-3","Pakistan","21",5,3350,31.580242,74.374066
"692","https://doi.org/10.1007/s10661-020-08641-3","Pakistan","21",5,5825,31.58932,74.396899
"693","https://doi.org/10.1007/s10661-020-08641-3","Pakistan","21",5,3500,31.607623,74.394388
"694","https://doi.org/10.1007/s10661-020-08641-3","Pakistan","21",5,5900,31.63166,74.435324
"695","https://doi.org/10.1039/d0em00431f","Germany","",NA,NA,NA,NA
"696","https://doi.org/10.1016/j.scitotenv.2020.141917","Chile","",NA,NA,NA,NA
"697","https://doi.org/10.1016/j.scitotenv.2021.148959","Tunisia","",NA,NA,NA,NA
"698","https://doi.org/10.25165/j.ijabe.20211402.6165","China","22",5,1690,40.55,81.16666667
"699","https://doi.org/10.25165/j.ijabe.20211402.6165","China","22",10,1620,40.55,81.16666667
"700","https://doi.org/10.25165/j.ijabe.20211402.6165","China","22",15,1640,40.55,81.16666667
"701","https://doi.org/10.25165/j.ijabe.20211402.6165","China","22",20,1570,40.55,81.16666667
"702","https://doi.org/10.25165/j.ijabe.20211402.6165","China","22",25,1600,40.55,81.16666667
"703","https://doi.org/10.25165/j.ijabe.20211402.6165","China","22",30,1500,40.55,81.16666667
"704","https://doi.org/10.25165/j.ijabe.20211402.6165","China","22",35,890,40.55,81.16666667
"705","https://doi.org/10.25165/j.ijabe.20211402.6165","China","22",40,720,40.55,81.16666667
"706","https://doi.org/10.25165/j.ijabe.20211402.6165","China","22",45,200,40.55,81.16666667
"707","https://doi.org/10.25165/j.ijabe.20211402.6165","China","22",50,130,40.55,81.16666667
"708","https://doi.org/10.25165/j.ijabe.20211402.6165","China","22",65,89,40.55,81.16666667
"709","https://doi.org/10.25165/j.ijabe.20211402.6165","China","22",60,93,40.55,81.16666667
"710","https://doi.org/10.25165/j.ijabe.20211402.6165","China","22",70,76,40.55,81.16666667
"711","https://doi.org/10.25165/j.ijabe.20211402.6165","China","22",80,65,40.55,81.16666667
"712","https://doi.org/10.3389/fenvs.2021.739775","Australia","",NA,NA,NA,NA
"713","https://doi.org/10.1016/j.envpol.2020.116199","China","",NA,NA,NA,NA
"714","https://doi.org/10.1016/j.scitotenv.2020.143860","China","",NA,NA,NA,NA
"715","https://doi.org/10.1016/j.jhazmat.2020.123997","Korea","23",5,150,37.11,127.15
"716","https://doi.org/10.1016/j.jhazmat.2020.123997","Korea","23",5,250,37.110032,127.150252
"717","https://doi.org/10.1016/j.jhazmat.2020.123997","Korea","23",5,350,37.109756,127.150487
"718","https://doi.org/10.1016/j.jhazmat.2020.123997","Korea","23",5,245,37.109302,127.149667
"719","https://doi.org/10.1016/j.jhazmat.2020.123997","Korea","23",5,125,37.109131,127.15642
"720","https://doi.org/10.1016/j.jhazmat.2020.123997","Korea","23",5,20,37.109193,127.148908
"721","https://doi.org/10.1016/j.jhazmat.2020.123997","Korea","23",5,160,37.10896,127.148975
"722","https://doi.org/10.1016/j.jhazmat.2020.123997","Korea","23",5,170,37.108776,127.149026
"723","https://doi.org/10.1016/j.jhazmat.2020.123997","Korea","23",5,190,37.108439,127.149523
"724","https://doi.org/10.1016/j.jhazmat.2020.123997","Korea","23",5,30,37.108171,127.149719
"725","https://doi.org/10.1016/j.jhazmat.2020.123997","Korea","23",5,60,37.10789,127.149821
"726","https://doi.org/10.1016/j.jhazmat.2020.123997","Korea","23",5,100,37.107511,127.147486
"727","https://doi.org/10.1016/j.jhazmat.2020.123997","Korea","23",5,90,37.106662,127.14784
"728","https://doi.org/10.1016/j.jhazmat.2020.123997","Korea","23",5,100,37.108363,127.152109
"729","https://doi.org/10.1016/j.jhazmat.2020.123997","Korea","23",5,28,37.108115,127.152205
"730","https://doi.org/10.1016/j.jhazmat.2020.123997","Korea","23",5,35,37.106437,127.152609
"731","https://doi.org/10.1016/j.jhazmat.2020.123997","Korea","23",5,13,37.105711,127.150514
"732","https://doi.org/10.1016/j.jhazmat.2020.123997","Korea","23",5,30,37.104859,127.153306
"733","https://doi.org/10.1016/j.jhazmat.2020.123997","Korea","23",5,250,37.104053,127.152379
"734","https://doi.org/10.1016/j.envpol.2021.116939","China","",NA,NA,NA,NA
"735","https://doi.org/10.1016/j.scitotenv.2021.148694","China","",NA,NA,NA,NA
"736","https://doi.org/10.1016/j.ecolind.2020.107084","Mexico","",NA,NA,NA,NA
"737","https://doi.org/10.1016/j.scitotenv.2021.150611","Germany","",NA,NA,NA,NA
"738","https://doi.org/10.1016/j.chemosphere.2022.133645","Finland ","",NA,NA,NA,NA
"739","https://doi.org/10.1016/j.scitotenv.2022.157598","China","",NA,NA,NA,NA
"740","https://doi.org/10.3390/environments9010005","Netherlands","24",30,4251.73,52.314974,4.832371
"741","https://doi.org/10.3390/environments9010005","Netherlands","24",30,3066.67,52.378034,5.196524
"742","https://doi.org/10.3390/environments9010005","Netherlands","24",30,2861.33,52.324843,4.988888
"743","https://doi.org/10.3390/environments9010005","Netherlands","24",30,2000,52.402061,4.907793
"744","https://doi.org/10.3390/environments9010005","Netherlands","24",30,8000,52.345949,4.929661
"745","https://doi.org/10.3390/environments9010005","Netherlands","24",30,1199,52.225659,4.498961
"746","https://doi.org/10.3390/environments9010005","Netherlands","24",30,1900,52.329614,4.992323
"747","https://doi.org/10.3390/environments9010005","Netherlands","24",30,1024.73,52.363867,4.952029
"748","https://doi.org/10.3390/environments9010005","Netherlands","24",30,1000,52.310621,4.99224
"749","https://doi.org/10.3390/environments9010005","Netherlands","24",30,200,52.296532,4.997242
"750","https://doi.org/10.3390/environments9010005","Netherlands","24",30,37600,52.377639,4.832487
"751","https://doi.org/10.3390/environments9010005","Netherlands","24",30,9381,52.328696,4.873292
"752","https://doi.org/10.3390/environments9010005","Netherlands","24",30,600,52.362572,4.880998
"753","https://doi.org/10.3390/environments9010005","Netherlands","24",30,61975,52.311365,4.962108
"754","https://doi.org/10.3390/environments9010005","Netherlands","24",30,2200,52.39546,4.919464
"755","https://doi.org/10.3390/environments9010005","Netherlands","24",30,800,52.359416,4.918927
"756","https://doi.org/10.3390/environments9010005","Netherlands","24",30,2066.67,52.377127,4.78992
"757","https://doi.org/10.3390/environments9010005","Netherlands","24",30,9700,52.365742,4.84542
"758","https://doi.org/10.3390/environments9010005","Netherlands","24",30,6400,52.36573,4.812501
"759","https://doi.org/10.3390/environments9010005","Netherlands","24",30,2800,52.358397,4.851355
"760","https://doi.org/10.3390/environments9010005","Netherlands","24",30,6400,52.358148,4.868113
"761","https://doi.org/10.3390/environments9010005","Netherlands","24",30,1796,52.367799,4.908826
"762","https://doi.org/10.3390/environments9010005","Netherlands","24",30,6933.33,52.381737,4.865283
"763","https://doi.org/10.1016/j.chemosphere.2022.134999","China","",NA,NA,NA,NA
"764","https://doi.org/10.1016/j.still.2023.105738","China","",NA,NA,NA,NA
"765","https://doi.org/10.1016/j.envpol.2023.121571","China","",NA,NA,NA,NA
"766","https://doi.org/10.1016/j.scitotenv.2023.161674","China ","25",5,1740,36.864524,107.71808
"767","https://doi.org/10.1016/j.scitotenv.2023.161674","China ","25",5,3402,36.892456,107.750089
"768","https://doi.org/10.1016/j.scitotenv.2023.161674","China ","25",5,1979,36.941312,107.72099
"769","https://doi.org/10.1016/j.scitotenv.2023.161674","China ","25",5,3298,36.950614,107.761729
"770","https://doi.org/10.1016/j.scitotenv.2023.161674","China ","25",5,2051,36.994785,107.73554
"771","https://doi.org/10.1016/j.scitotenv.2023.161674","China ","25",5,3485,36.983164,107.805377
"772","https://doi.org/10.1016/j.scitotenv.2023.161674","China ","25",5,4628,36.964566,107.863576
"773","https://doi.org/10.1016/j.scitotenv.2023.161674","China ","25",5,4389,36.934334,107.930503
"774","https://doi.org/10.1016/j.scitotenv.2023.161674","China ","25",5,2602,36.929682,107.936323
"775","https://doi.org/10.1016/j.scitotenv.2023.161674","China ","25",5,4327,37.038931,107.796648
"776","https://doi.org/10.1016/j.scitotenv.2023.161674","China ","25",5,1636,37.045899,107.851936
"777","https://doi.org/10.1016/j.scitotenv.2023.161674","China ","25",5,3007,36.973865,107.933413
"778","https://doi.org/10.1016/j.scitotenv.2023.161674","China ","25",5,3018,36.726385,107.999449
"779","https://doi.org/10.1016/j.scitotenv.2023.161674","China ","25",5,1688,36.872657,108.146477
"780","https://doi.org/10.1016/j.scitotenv.2023.161674","China ","25",5,3059,36.845872,108.235998
"781","https://doi.org/10.1016/j.scitotenv.2023.161674","China ","25",5,1688,36.982673,108.183924
"782","https://doi.org/10.1016/j.scitotenv.2023.161674","China ","25",5,1376,36.663538,108.048149
"783","https://doi.org/10.1016/j.scitotenv.2023.161674","China ","25",5,1328,36.661047,108.122675
"784","https://doi.org/10.1016/j.scitotenv.2023.161674","China ","25",5,3132,36.661047,108.215833
"785","https://doi.org/10.1016/j.scitotenv.2023.161674","China ","25",5,2740,36.623673,108.29657
"786","https://doi.org/10.1016/j.scitotenv.2023.161674","China ","25",5,1260,36.583787,108.395939
"787","https://doi.org/10.1016/j.scitotenv.2023.161674","China ","25",5,1855,36.646099,108.122675
"788","https://doi.org/10.1016/j.scitotenv.2023.161674","China ","25",5,2655,36.738229,107.945674
"789","https://doi.org/10.1016/j.scitotenv.2023.161674","China ","25",5,2264,36.720807,107.989148
"790","https://doi.org/10.1016/j.scitotenv.2023.161674","China ","25",5,766,36.516433,108.420781
"791","https://doi.org/10.1016/j.scitotenv.2023.161674","China ","25",5,3609,36.543881,108.380413
"792","https://doi.org/10.1016/j.scitotenv.2023.161674","China ","25",5,5549,36.616196,108.228254
"793","https://doi.org/10.1016/j.scitotenv.2023.161674","China ","25",5,4102,36.723296,107.976727
"794","https://doi.org/10.1016/j.scitotenv.2023.161674","China ","25",5,4766,36.767034,108.035729
"795","https://doi.org/10.1016/j.scitotenv.2023.161674","China ","25",5,2962,36.860161,107.960027
"796","https://doi.org/10.1016/j.scitotenv.2023.161674","China ","25",5,1685,36.75668,108.080043
"797","https://doi.org/10.1016/j.scitotenv.2023.161674","China ","25",5,2060,36.76117,108.104046
"798","https://doi.org/10.1016/j.scitotenv.2023.161674","China ","25",5,1243,36.820264,108.124357
"799","https://doi.org/10.1016/j.scitotenv.2023.161674","China ","25",5,2315,36.670832,108.190828
"800","https://doi.org/10.1016/j.scitotenv.2023.161674","China ","25",5,7455,36.721168,108.242527
"801","https://doi.org/10.1016/j.scitotenv.2023.161674","China ","25",5,1957,36.731527,108.264684
"802","https://doi.org/10.1016/j.scitotenv.2023.161674","China ","25",5,3950,36.722648,108.297919
"803","https://doi.org/10.1016/j.scitotenv.2023.161674","China ","25",5,4137,36.706366,108.334847
"804","https://doi.org/10.1016/j.scitotenv.2023.161674","China ","25",5,8960,36.724397,108.347101
"805","https://doi.org/10.1016/j.scitotenv.2023.161674","China ","25",5,3202,36.780076,108.272461
"806","https://doi.org/10.1016/j.scitotenv.2023.161674","China ","25",5,665,36.783168,108.235141
"807","https://doi.org/10.1016/j.scitotenv.2023.161674","China ","25",5,2827,36.825414,108.30206
"808","https://doi.org/10.1016/j.scitotenv.2023.161674","China ","25",5,1642,36.872785,108.347101
